index,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,HelpfulRecords,HasHelpful,weightedRating
826305,B00IDWDWJ8,"[1, 1]",5,"I received the exceptional, extraordinary, amazing, hot  sexy, romantic, contemporary story Wilde Riders by Savannah Young free from Goodreads.  I absolutely loved reading Wilde Riders and found myself captivated by the well written story told in the first person point of view by the two heartwarming characters, Cooper and Riley.Cooper Wilde, 26 years old, Ivy League graduate, lives in New York and works on Wall Street, well on his way to making his first million before turning 30,drives a BMW 6-series convertible, and has to come home to his hick hometown Old Town, New Jersey, to help his older brother, Jake, with a financial dilemma with a bar, Haymakers.  Riley Smith, 25 years old, lives in New York and works for H  C Bank, drives a BMW M3, and has to go to Old Town, New Jersey, to conduct a fraud investigation with a bar named Haymakers.  Cooper warns Riley that Jake's a player. Riley tells Cooper that the wrong guy for her would be a Wall Street wanabe who's obsessed with talking about his BMW, his Ivy League education and how he's going to make his first million before he's thirty(38).  Cooper and Riley make a wager - If Riley can handle two drinks in an hour and pass a mini field sobriety test, Cooper has to play country music with his three brothers, Jake, Tucker, and Hunter, the Wilde Riders.  If Riley loses, she has to stay at the house for the weekend with Cooper and his three brothers.  Riley loses the bet but she gets Cooper to play in the Wilde Riders.  As Cooper and Riley's feelings toward each other deepen over the weekend, Cooper is nervous about telling Riley the truth about himself.Read the highly recommended awesome, sensational, fantastic, humorous, well-written, romantic story Wilde Riders by Savannah Young.","04 21, 2014",A2Y9088O384NIW,Debbie,Exceptional! Extraordinary! Amazing! Hot  Steamy! Romantic! Humorous! Heartwarming Characters!,1398038400,1.0,True,5.0
826322,B00IDWDWJ8,"[1, 1]",5,Great start to a great series. I love the brothers and I am really looking forward to fine out how they fine love.,"03 21, 2014",A11DH0MSZF1JDF,Kim,brothers,1395360000,1.0,True,5.0
435002,B00BGBIFF4,"[1, 1]",5,"Brian Braden's Black Sea God's is one of those novels from a fresh, new author that, as you read it, you just keep saying Wow!  Beyond creative, Braden's many characters are so richly embedded in your mind that as he interweaves them in and out throughout the plot, we are able to just pick up where we left off.  Using rich descriptions and details so vibrant the I felt as if I actually walked the desolate lands and and could envision the terrain the villages the seas and streams.  However, no one will be able predict where this epic tale is leading until the final pages. And you will again say Wow!  It is a book you could read over and over and discover something new.  I am hoping for a sequel soon from Brian Braden.","02 16, 2013",APMX2DC7FD4Y4,Kimberly Shursen Kimberly Shursen- author,An unforgettable epic.,1360972800,1.0,True,4.5
435004,B00BGBIFF4,"[1, 1]",4,"Black Sea Gods is an interesting weave of history and legend, myth and mysticism, neatly bound together with a religious ribbon.  Brian L. Braden immediately and effortlessly draws his reader into another time and place as the Uros of the Lo sets out to discover why the world is changing.  There is a story within a story within a story here, and I believe this book would be worth re-reading in order to come to a better understanding of all the events taking place.While the book is extremely well-written, it often droned on tediously in an almost monotone fashion.  It failed to capture and maintain my interest, often lulling me into sleepiness.  The bits of The Chronicles of Fu Xi were beautifully composed and I found them the most interesting.A unique and fascinating story overall, with some lovely, poetic descriptions and great details of various cultures.  Braden is a talented author whom we can likely expect good things from.I was provided a copy of this book by the author in exchange for an honest review.","06 11, 2013",AMICJJANX6BG0,L.F.Falconer Hope Flies on Broken Wings,A unique insight,1370908800,1.0,True,4.5
380570,B00AOEVHQI,"[0, 0]",4,Cherished Stranger.  I found it an entertaining book.  There was a contrast of the different cultures and ways of doing things.  The characters enhanced the lives of each other until  they decided to become a family.,"04 4, 2014",A17ZWB8JEFIV50,Barbara McCoy,Cherished Stranger,1396569600,0.0,False,4.0
287790,B0091T62FS,"[0, 0]",5,I loved this book! I could not put it down! If every person would wait on God to choose their mate the divorce rates would be considerably lower. Great read. I would recommend it to anyone.,"04 8, 2013",A1W5OZJ9IJTZ6C,Kayla,great novella!!!,1365379200,0.0,False,5.0
303938,B009AZ80R6,"[0, 0]",5,"One of the best series I've ever read. Great continuing story, updates on old favorite characters. Loved this. Would recommend !!  5 stars from me for the whole series!! Hot and super sexy...oooober sexy!! Read them all or by themselves, but I recommend starting with 1, wont disappoint!!!","11 17, 2013",A2OCNIJDB6427H,deborah huegel,Excellent series.. 5 stars!!,1384646400,0.0,False,5.0
145652,B006HSEMBM,"[1, 2]",5,"FINALLY! There is a shape shifter book that doesn't involve vampires! Whoop! What's more it sticks to the true fable of shape shifters and their abilities to transform into more than just one facet. Even the love triangle Ms Loiske included was well written, real and messy and complicated, not one of those whiny twilight teenage relationships. (In saying that I'm team Gunward all the way though...)The plot continued along at a good pace and the character development was thick and heavy - just the way I like it.","03 15, 2014",A3GMFUB3LT91F9,Georgia,FINALLY!,1394841600,0.5,True,5.0
97741,B005GF31VO,"[2, 2]",4,"A parnormal romance not a historical.  All the yumminess of a Scottish druid laird (born 1600 years ago and cursed with immortality) paired with the very modern heroine, Sideney.There was also a secondary romance between Thomas, another cursed Scotsman, and Sidney's friend Zoe.  I found Thomas enormously appealing, a light-hearted rogue.","04 25, 2012",A2YFUGQI0PKWN8,Nicole Luiken,Yummy warrior scotsman + modern woman,1335312000,1.0,True,4.0
143987,B006GWO5WK,"[0, 0]",5,"This is a super-duper charger.  It does everything claimed.  Get one for your Kindle and you will always be powered up and ready to read, surf or play.","06 23, 2013",A21PAFRJ9SEXL8,*k*,A MUST HAVE,1371945600,0.0,False,4.833333333333333
143243,B006GWO5WK,"[0, 0]",5,Great little charger. Charges the Kindle a lot faster then plugging it into the computer. Charges mine in about 4 hours. Maybe less depending on the battery level.,"02 18, 2013",A3ENMSSSHA83CN,,Great,1361145600,0.0,False,4.833333333333333
143438,B006GWO5WK,"[0, 0]",5,"The Amazon Kindle PowerFast for Accelerate8203d Charging does exactly what it advertisement claim it does.  I was a little disapointed when I purchased my Kindle fire and it was not included with the Kindle.  I am pleased with the charger and the customer service I received when I called inquiring about the charger.  I am a converted Nook reader, and I have not been disapointed yet.","10 19, 2012",A3O4PUSRY7TIC8,,Super Fast,1350604800,0.0,False,4.833333333333333
143473,B006GWO5WK,"[0, 0]",5,"This charger works great, is all I have to say, any questions just have to do it and I will try to answer it.","01 18, 2013",A32Y856BT9L89C,,Accelerated charge.,1358467200,0.0,False,4.833333333333333
143604,B006GWO5WK,"[0, 1]",4,Sometimes I need a quick charge and this seems to be very effective.I keep it on my night stand.,"07 9, 2013",A3PTEYYGSSXWAI,,Charger,1373328000,0.0,True,4.833333333333333
143504,B006GWO5WK,"[0, 0]",5,"This is a very good charger, I like how I can fold the prongs down to keep them from getting bent or in the way. I have to say I agree, it should have been included with the Kindle because I don't like trying to charge with my laptop.","04 10, 2013",A1PD9G8DYDLYAQ,,Great!,1365552000,0.0,False,4.833333333333333
260620,B008JYCVW4,"[0, 0]",5,"Wow, how did I not find this series sooner! These books are amazing! The story is so well thought out, and really grips you from the beginning. I really loved the history that was woven into the story. I have always loved Native American culture, so naturally I just soaked up the stories, legends, and history told. Then there's Skylar and Rafael, oh lord, they have made themselves right at home at the top of my favorite list! Their relationship and how it evolves is so precious. I loved how Skylar would catch Rafael staring at him, and through the writing, you just knew how Rafael felt about him. Not to mention his love for books, and his drawing... loved when Skylar would look over at him, and his nose would be in a book, or he would be drawing... obvious to the world, around him. But always knew what Skylar was doing, or thinking. Skylar is just adorable, there is no other word I can describe him as. Having no voice, he is always smiling, always concerned about everyone else. So sweet, and innocent. Their relationship is a slow process, but so enjoyable to read. The story involves everyone on the Reservation, and you can't help but love everyone.This series is really a amazing read, the writing is fabulous, Rose Christo is an amazing story teller, and advocate. She really sheds light on the many issues plaguing her people, and after learning about these (more then horrifying) issues, I was very eager to go off and read more, and sign the petitions she offered.Highly recommend this series, and anything by Rose Christo! And $2.99 for almost 5,000 locations is awesome!","06 4, 2013",A1Q5BYJHCI46Q4,1313,Amazing!!,1370304000,0.0,False,5.0
